OBJECTID,Input_FID,Americ_ESPop,Asian_Pop,Black_Pop,Hawn_PiPop,Hispanic,Multi_Race,WhitePop,Other_Pop,TotPop,Shape__Area,Shape__Length
890,1741,7,1,4,9,1,4,88,6,108,1461417.81494141,4499.99991698277
891,1692,7,5,12,10,5,6,97,3,126,1461417.81494141,4499.99991696373
892,1691,17,9,97,15,11,9,147,9,268,1461417.81445313,4499.99991698904
893,1667,6,3,17,4,3,4,119,9,141,1461417.81494141,4499.99991698532
894,1743,5,1,6,5,3,5,113,2,125,1461417.81542969,4499.99991698725
895,1693,7,1,4,6,3,6,126,2,141,1461417.81542969,4499.99991697559
896,1668,7,0,4,4,1,11,107,4,131,1461417.81542969,4499.9999169727
897,1719,6,1,4,6,3,2,96,7,120,1461417.81445313,4499.99991697829
898,1669,9,1,5,10,1,9,138,6,128,1461417.81542969,4499.99991697735
899,1721,4,2,0,1,0,5,67,2,84,1461417.81445313,4499.99991697073
900,1671,1,0,0,3,0,1,34,2,37,1461417.81542969,4499.9999169778
901,1746,5,0,1,4,2,4,56,4,56,1461417.81542969,4499.9999169639
902,1722,0,0,0,2,0,1,18,2,32,1461417.81445313,4499.99991698066
903,1772,0,0,0,1,0,1,21,2,23,1461417.81494141,4499.99991697083
904,1771,1,4,2,2,1,7,87,5,84,1461417.81542969,4499.99991697804
905,1819,5,1,6,6,2,8,106,7,99,1461417.81542969,4499.99991696236
906,1769,5,4,3,3,2,3,97,5,120,1461417.81542969,4499.99991698676
907,1793,2,1,3,5,3,4,95,1,102,1461417.81445313,4499.99991697236
908,1768,2,1,5,6,0,1,111,7,120,1461417.81494141,4499.99991697439
909,1842,11,1,5,5,3,3,73,3,88,1461417.81347656,4499.99991697252
910,1841,4,3,2,5,3,3,79,8,91,1461417.81494141,4499.99991698904
911,1792,3,1,3,3,2,5,101,4,110,1461417.81542969,4499.99991696476
912,1791,7,1,5,4,1,4,72,7,99,1461417.81494141,4499.99991695694
913,1767,5,3,2,3,1,5,88,4,87,1461417.81494141,4499.99991697449
914,1840,16,2,2,12,3,17,196,17,204,1461417.81396484,4499.99991699235
915,1790,16,1,1,12,4,10,149,17,128,1461417.81445313,4499.99991695356
916,1766,6,1,0,4,1,5,98,6,89,1461417.81542969,4499.99991697863
917,1839,19,0,3,17,4,31,200,22,211,1461417.81494141,4499.99991698338
918,1815,17,0,1,28,6,17,191,14,227,1461417.81445313,4499.9999169516
919,1765,23,1,3,20,6,25,243,21,254,1461417.81542969,4499.99991698659
920,1838,29,0,2,19,7,28,210,32,233,1461417.81494141,4499.99991698184
921,1814,27,2,3,23,6,23,227,28,218,1461417.81494141,4499.99991695873
922,1813,18,0,2,23,5,23,230,9,236,1461417.81494141,4499.99991694449
923,1764,25,4,5,33,11,38,282,23,302,1461417.81542969,4499.99991696907
924,1763,17,1,5,20,10,21,160,21,190,1461417.81445313,4499.99991699235
925,1837,14,0,5,18,7,15,229,21,248,1461417.81494141,4499.99991697628
926,1787,22,2,2,16,9,18,213,28,248,1461417.81494141,4499.99991695594
927,1762,18,1,3,16,4,12,180,13,186,1461417.81494141,4499.99991698811
928,1836,3,0,1,4,2,1,57,3,49,1461417.81542969,4499.99991699487
929,1786,3,0,0,2,3,3,39,0,42,1461417.81542969,4499.99991696077
930,1757,0,0,1,5,0,4,25,4,24,1461417.81494141,4499.99991697008
931,1756,3,0,1,1,2,1,52,4,36,1461417.81445313,4499.9999169849
932,1780,3,0,1,1,0,1,23,1,28,1461417.81396484,4499.99991694925
933,1755,4,0,1,4,0,5,78,7,82,1461417.81542969,4499.99991698235
934,1829,1,0,0,2,0,0,34,0,32,1461417.81494141,4499.9999169888
935,1828,0,0,0,1,0,0,26,1,35,1461417.81542969,4499.99991698356
936,1779,6,0,0,0,0,2,50,1,49,1461417.81445313,4499.99991694043
937,1778,0,0,0,2,0,0,28,1,33,1461417.81542969,4499.99991696473
938,1754,0,1,0,0,1,2,32,1,45,1461417.81494141,4499.9999169588
939,1854,1,0,0,0,2,0,26,1,27,1461417.81396484,4499.99991699159
940,1855,1,0,1,4,0,1,33,1,22,1461417.81494141,4499.99991697711
941,1886,4,0,1,6,3,9,66,4,57,1461417.81445313,4499.99991697177
942,1937,7,3,4,13,5,10,156,12,166,1461418.18359375,4500.00048523013
943,1887,13,2,5,11,4,12,185,16,197,1461417.81494141,4499.99991697081
944,1862,15,1,1,9,1,13,151,13,159,1461417.81445313,4499.99991698242
945,1938,14,0,9,12,4,12,152,10,170,1461418.18408203,4500.00048522013
946,1914,17,0,5,16,3,16,184,25,190,1461417.81396484,4499.99991697863
947,1913,26,0,4,15,4,21,188,17,219,1461417.81494141,4499.99991700225
948,1864,28,3,2,22,3,28,201,21,216,1461417.81494141,4499.99991698235
949,1863,20,0,3,22,6,27,232,13,227,1461417.81445313,4499.99991698177
950,1939,24,0,5,23,4,30,163,29,156,1461418.18408203,4500.00048522827
951,1915,25,0,3,17,2,17,236,20,244,1461417.81445313,4499.99991698304
952,1865,22,1,4,19,4,31,243,24,271,1461417.81591797,4499.99991696111
953,1940,16,2,0,22,1,16,210,18,241,1461418.18359375,4500.00048523723
954,1890,14,2,2,11,0,16,249,15,227,1461417.81591797,4499.9999169748
955,1866,5,1,3,10,0,6,86,6,99,1461417.81445313,4499.99991697515
956,1942,8,3,4,5,2,7,86,5,108,1461418.18408203,4500.0004852192
957,1941,5,3,4,1,4,7,102,4,116,1461418.18408203,4500.00048523978
958,1892,9,0,1,7,3,9,91,4,95,1461417.81591797,4499.99991696922
959,1891,4,4,2,6,3,8,78,3,81,1461417.81494141,4499.9999169726
960,1867,7,3,1,13,2,4,78,4,88,1461417.81494141,4499.99991696756
961,1868,5,0,1,3,1,4,92,7,97,1461417.81494141,4499.99991696211
962,2042,4,2,1,5,3,6,85,7,98,1461417.81494141,4499.99991697015
963,2041,8,2,1,7,2,8,93,5,120,1461417.81494141,4499.99991695763
964,1992,7,3,2,4,3,8,79,8,83,1461417.81494141,4499.99991698759
965,1991,6,2,2,9,1,4,90,9,85,1461417.81445313,4499.99991698073
966,1967,6,1,1,5,2,6,96,7,116,1461417.81542969,4499.99991699867
967,2040,7,0,14,9,2,4,133,10,158,1461417.81494141,4499.99991698711
968,1990,26,0,2,29,5,25,178,33,174,1461417.81445313,4499.99991697987
969,1966,8,1,4,8,2,7,105,4,112,1461417.81542969,4499.99991697556
970,2039,8,2,4,14,2,10,145,10,153,1461417.81494141,4499.99991698346
971,2015,21,1,6,23,4,28,149,18,176,1461418.18408203,4500.00048522351
972,1965,34,2,0,24,5,21,176,25,166,1461417.81494141,4499.99991697522
973,2038,24,0,1,22,7,24,147,33,163,1461417.81494141,4499.99991695966
974,2014,7,0,8,14,1,21,164,8,168,1461418.18359375,4500.00048522937
975,2013,7,0,4,7,1,9,109,9,124,1461418.18359375,4500.00048521903
976,1964,9,0,4,9,0,7,162,10,192,1461417.81542969,4499.99991698884
977,1963,17,0,4,12,3,13,157,10,180,1461417.81494141,4499.9999169627
978,1987,7,2,3,5,2,2,91,6,97,1461417.81494141,4499.99991699743
979,1962,4,2,4,3,5,0,80,7,108,1461417.81542969,4499.99991696539
980,2138,10,0,0,13,1,9,71,14,83,1461417.81494141,4499.99991697625
981,2114,25,1,6,10,4,25,138,12,176,1461417.81494141,4499.99991698076
982,2113,7,0,0,9,1,6,45,5,49,1461417.81542969,4499.99991697642
983,2064,14,0,8,18,7,12,129,9,155,1461417.81494141,4499.99991698784
984,2063,7,3,3,16,1,12,77,12,94,1461417.81494141,4499.99991698845
985,2139,9,0,9,6,10,6,176,10,176,1461417.81494141,4499.99991697252
986,2115,6,1,11,8,4,12,153,11,149,1461417.81542969,4499.99991699335
987,2065,7,0,10,9,4,11,140,14,157,1461417.81494141,4499.99991697297
988,2140,15,1,7,7,7,15,153,9,177,1461417.81445313,4499.99991697008
989,2090,11,0,11,12,2,9,138,13,158,1461417.81542969,4499.99991697235
990,2066,11,1,13,18,4,10,130,8,158,1461417.81494141,4499.99991697201
991,2091,6,2,5,8,0,7,93,7,135,1461417.81591797,4499.99991699666
992,2067,5,0,0,7,1,9,84,11,96,1461417.81396484,4499.99991697422
